V1,V2,V3,V4,V5,V7,V8,V9,V10,FAE,Order,Condition,Q1,Q2,Q3,Q17,Q18,Q19_1,Q19_2,Q19_3,Q19_4,Q20,Q21,Q22_1,Q22_2,Q22_3,Q22_4,Q23,Q24,Q25_1,Q25_2,Q25_3,Q25_4,Q26,Q27,Q28_1,Q28_2,Q28_3,Q28_4,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q7,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q10,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q29,Q30,Q32,DV_1,Gender,Gender_TEXT,Age,Ethnicity,Ethnicity_TEXT,Religion,Religion_TEXT,Q37,Q38,Q46,Q48,Q50,Q52,Q54,Q56,Q58,Q60,Q62,Q58,Q60,Q62,Q64,Q66,Q68,Q70,Q72,Q74,Q76,Q78,Q80,Q82,Q84,Q86,Q88,Q90,Q92,Q94,Q96,Q98,Q100,Q102,Q104,Q106,Q108,Q110,Q112,Q114,Q64,Q66,Q68,Q40,Q41,Q42,Q43,Q83,LocationLatitude,LocationLongitude,LocationAccuracy
R_1LpUSd51VwS0JKC,Default Response Set,Anonymous,,,0,1/23/17 18:42,1/23/17 18:55,1,Pro,FAE Second,Analytic,1,1,1,1,1,7.96,7.96,33.548,1,1,1,3.081,3.081,33.632,1,1,1,3.888,3.888,32.708,1,1,1,32.788,33.834,34.467,2,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,19,1,,3,,1,3,1,1,1,2,2,1,7,3,5,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,3,2,5,4,4,4,2,2,1,3,3,2,2,3,,,,yes,yes,,,1,38.08880615,-78.55919647,-1
R_24x8evAsyhh1Fhc,Default Response Set,Anonymous,,,0,1/23/17 18:46,1/23/17 18:57,1,Pro,FAE Second,Analytic,1,1,2,1,1,0,0,32.888,0,1,1,19.438,19.438,32.435,1,1,1,0,0,31.968,0,1,1,0,0,31.779,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,6,,18,1,,11,,1,2,1,1,1,6,7,3,4,5,4,1,5,7,4,4,6,2,6,1,6,2,2,3,2,1,6,5,6,6,4,3,6,6,1,4,4,4,3,3,,,,Yes,Not really...?,Looking at all sides of a piece visually will influence thinking when one is later presented a complex argument to review,No,1,38.08880615,-78.55919647,-1
R_3MESKBVfhlFcjXU,Default Response Set,Anonymous,,,0,1/23/17 19:03,1/23/17 19:13,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,39.909,0,1,1,0,0,31.735,0,1,1,0,0,32.516,0,1,1,0,0,31.999,0,1,1,1,84,2,,18,1,,10,,1,1,,,,3,2,4,4,6,4,1,5,5,3,3,6,5,5,1,1,3,4,2,1,1,3,2,3,3,2,4,2,1,1,5,3,3,3,4,1,1,1,Yes,No,How religious beliefs can affect perspectives,,1,38.08880615,-78.55919647,-1
R_3hsCpdO6SRRG7K6,Default Response Set,Anonymous,,,0,1/23/17 19:21,1/23/17 19:32,1,Pro,FAE Second,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,36.545,0,1,1,0,0,31.938,0,1,1,0,0,32.07,0,1,1,0,0,32.689,0,1,3,1,14,1,,19,1,,2,,1,3,1,1,1,5,5,3,4,2,3,1,4,4,4,3,5,4,5,1,3,4,3,2,2,1,3,2,5,5,5,3,4,2,1,3,3,3,5,4,,,,yes,yes,Something mental process related or based on political beliefs,"Religious slider is too granular, the difference between a 23 and 27 is just noise, have fewer options in that section",1,38.08880615,-78.55919647,-1
R_0qxIxYCswNGSyVH,Default Response Set,Anonymous,,,0,1/23/17 20:21,1/23/17 20:30,1,Anti,FAE First,Analytic,1,1,1,1,1,0,0,35.033,0,1,1,0,0,33.108,0,1,1,0,0,33.87,0,1,1,0,0,32.945,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,75,2,,18,5,,6,,1,3,,,,5,6,4,5,5,3,1,5,6,3,4,6,2,6,1,3,2,2,4,4,1,5,3,5,4,3,6,3,3,1,3,4,5,5,3,1,1,1,Yes,No,I don't know,No,1,38.08880615,-78.55919647,-1
R_5zM4TTkmC0jWFMJ,Default Response Set,Anonymous,,,0,1/23/17 21:08,1/23/17 21:21,1,Pro,FAE Second,Analytic,1,1,1,1,1,0,0,34.183,0,1,1,0,0,32.396,0,1,1,0,0,33.537,0,1,1,0,0,33.358,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,25,2,,18,10,White and Korean,11,,1,3,1,1,1,4,4,4,6,6,4,1,3,3,2,3,5,4,5,1,2,2,2,1,1,1,4,2,5,6,2,5,3,5,1,4,3,3,1,4,,,,yes,why the statues????,"affirmative action opinions could differ based on race, but the images of the thinker seem totally unrelated",none,1,38.08880615,-78.55919647,-1
R_2z8TWwqY6EdJT1I,Default Response Set,Anonymous,,,0,1/23/17 21:44,1/23/17 22:00,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,42.111,0,1,1,0,0,36.055,0,1,1,0,0,38.648,0,1,1,0,0,34.196,0,1,2,1,95,2,,18,6,,3,,1,3,,,,5,4,3,5,5,4,1,6,2,2,2,7,5,6,1,2,2,5,2,1,1,5,5,5,6,7,7,2,5,1,3,5,4,5,5,1,1,1,Yes,Mini-study A seemed a bit strange.,The different background colors in mini-study A correlate to skin colors of people.,No,1,38.08880615,-78.55919647,-1
R_2E4xscP1icDte72,Default Response Set,Anonymous,,,0,1/23/17 22:34,1/23/17 22:44,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,32.805,0,1,1,0,0,33.514,0,1,1,32.608,32.608,33.195,1,1,1,0,0,32.27,0,1,1,1,96,2,,18,5,,2,,1,1,,,,3,3,5,3,6,4,1,5,5,3,3,3,5,5,1,2,2,1,2,1,1,2,2,7,5,3,5,2,3,1,5,5,3,3,5,1,1,1,Yes,No,Comparing political views to moral views,Not really,1,38.08880615,-78.55919647,-1
R_339GaVjcpi5b6OI,Default Response Set,Anonymous,,,0,1/24/17 7:15,1/24/17 7:22,1,Pro,FAE Second,Analytic,1,1,1,1,1,0,0,33.145,0,1,1,0,0,38.614,0,1,1,0,0,33.534,0,1,1,0,0,31.856,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,95,1,,19,1,,1,,1,3,1,1,1,3,2,3,6,5,5,1,2,3,2,2,4,4,5,1,2,2,2,1,1,1,2,3,4,4,2,3,2,2,1,3,2,2,3,1,,,,yes,yes,none,no,1,38.03289795,-78.51370239,-1
R_30jmDDjF6Z4ecFH,Default Response Set,Anonymous,,,0,1/24/17 8:39,1/24/17 8:50,1,Pro,FAE First,Analytic,1,1,1,1,1,0,0,34.423,0,1,1,0,0,32.463,0,1,1,0,0,35.197,0,1,1,0,0,32.061,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,35,2,,19,1,,11,,1,3,1,1,1,5,5,3,3,5,5,1,3,6,3,4,5,5,6,1,1,2,2,1,2,1,3,2,7,5,6,5,5,6,1,4,4,3,2,4,,,,Somewhat,Yes,I'm not sure,Nope,1,38.08880615,-78.55919647,-1
R_3PFZiC9dCO5EhWU,Default Response Set,Anonymous,,,0,1/24/17 8:51,1/24/17 9:06,1,Anti,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,35.023,35.023,35.752,1,1,1,0,0,32.399,0,1,1,0,0,33.104,0,1,1,0,0,34.483,0,1,2,1,60,2,,18,1,,8,,1,3,,,,5,4,3,3,6,3,1,6,6,5,5,4,5,5,1,3,2,3,3,3,1,5,5,5,6,3,5,4,3,1,4,4,4,3,4,1,1,1,yes,yes,no relationship,,1,38.08880615,-78.55919647,-1
R_8iUfzCyD5IgTkqJ,Default Response Set,Anonymous,,,0,1/24/17 11:37,1/24/17 11:48,1,Pro,FAE First,Analytic,1,1,1,1,1,0,0,35.55,0,1,1,0,0,33.263,0,1,1,31.608,31.608,32.29,1,1,1,0,0,34.823,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,10,1,,19,1,,11,,1,3,1,1,1,2,2,5,3,6,4,1,6,6,5,5,6,3,6,1,2,2,2,2,2,1,5,5,6,5,6,6,2,5,1,6,6,6,5,5,,,,Yes,Why did I have to look at pictures of the thinker?,I had to think,No,1,38.03289795,-78.51370239,-1
R_2ZCEADZcps5Ofpq,Default Response Set,Anonymous,,,0,1/24/17 12:11,1/24/17 12:24,1,Pro,FAE Second,Analytic,1,1,2,1,1,0,0,33.688,0,1,1,0,0,37.059,0,1,1,0,0,40.092,0,1,1,0,0,32.722,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,10,2,,18,6,,11,,1,3,1,1,1,3,5,5,2,5,4,1,5,5,5,5,6,4,6,1,3,2,3,3,2,1,3,4,5,6,5,5,6,6,1,5,5,5,6,5,,,,Yes,No,"The relationship between social/racial status, priming with pictures of statues, attitude toward affirmative action, and understanding of another's opinion through writing. ",No,1,38.03289795,-78.51370239,-1
R_6MrC51KIXakm0tX,Default Response Set,Anonymous,,,0,1/24/17 12:50,1/24/17 13:07,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,34.81,0,1,1,0,0,33.528,0,1,1,0,0,32.485,0,1,1,0,0,32.725,0,1,2,1,10,2,,20,6,,11,,1,3,,,,3,4,6,4,5,3,1,5,5,2,3,4,5,2,1,1,2,2,2,2,1,4,5,6,2,4,3,3,4,1,1,4,5,2,4,1,1,1,Yes.,No.,I don't know.,NA,1,38.03289795,-78.51370239,-1
R_O3RbDkHWORjWTpD,Default Response Set,Anonymous,,,0,1/24/17 13:07,1/24/17 13:15,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,44.869,0,1,1,31.609,31.609,32.191,1,1,1,0,0,33.281,0,1,1,32.148,32.148,32.5,1,1,2,1,70,2,,18,1,,2,,1,3,1,1,1,2,2,6,6,4,3,1,3,4,1,2,4,4,5,1,3,2,2,3,3,1,2,2,3,2,1,1,2,2,1,2,5,3,1,2,,,,yes,no,,,1,38.08880615,-78.55919647,-1
R_1eWvW9ATSMzhLtn,Default Response Set,Anonymous,,,0,1/24/17 13:07,1/24/17 13:50,1,Anti,FAE Second,Analytic,1,1,2,1,1,0,0,37.723,0,1,1,16.596,16.596,43.853,1,1,1,0,0,1312.305,0,1,1,0,0,35.43,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,70,2,,20,1,,1,,1,3,,,,4,4,4,4,4,3,1,3,6,4,4,5,5,4,1,3,2,2,2,4,1,3,2,5,5,3,3,5,2,1,3,2,3,5,4,1,1,1,yes,no,,no,1,38.03289795,-78.51370239,-1
R_1owjTXfkSZl2sc9,Default Response Set,Anonymous,,,0,1/24/17 14:04,1/24/17 14:19,1,Anti,FAE Second,Analytic,1,1,1,1,1,0,0,33.758,0,1,1,0,0,35.882,0,1,1,0,0,31.874,0,1,1,0,0,31.967,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,19,1,,4,,1,3,,,,6,6,3,2,1,4,1,6,7,6,6,6,6,6,1,3,2,3,1,1,1,3,2,2,3,2,3,4,3,1,4,4,4,4,4,1,1,1,yes,no,no clue,no,1,38.08880615,-78.55919647,-1
R_00XoY24shETLZSh,Default Response Set,Anonymous,,,0,1/24/17 14:44,1/24/17 14:53,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,32.427,0,1,1,0,0,32.593,0,1,1,0,0,31.824,0,1,1,0,0,32.028,0,1,2,1,0,1,,21,1,,11,,1,3,1,1,1,2,3,2,6,6,4,1,7,7,6,2,6,4,6,1,2,2,2,2,2,1,6,6,6,6,6,6,2,6,1,6,6,4,6,4,,,,yes,yes,don't know,no,1,38.08880615,-78.55919647,-1
R_2vf5zm7zIO9aoij,Default Response Set,Anonymous,,,0,1/24/17 14:53,1/24/17 14:58,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,33.658,0,1,1,0,0,33.47,0,1,1,0,0,49.248,0,1,1,0,0,33.303,0,1,2,1,51,2,,22,6,,11,,1,3,,,,3,4,3,3,2,4,1,2,2,4,4,4,4,4,1,3,3,2,2,3,1,2,2,3,3,3,3,3,3,1,4,4,4,4,4,1,1,1,Yes,Study A,,,1,38.03289795,-78.51370239,-1
R_2wsIuYKQotxnexf,Default Response Set,Anonymous,,,0,1/24/17 17:25,1/24/17 17:38,1,Pro,FAE Second,Analytic,1,1,1,1,1,11.289,11.289,35.368,1,1,1,0,0,49.718,0,1,1,0,0,34.796,0,1,1,0,0,36.423,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,5,2,,18,1,,11,,1,3,1,1,1,2,2,2,3,3,4,1,5,6,5,6,7,6,6,1,2,2,2,5,3,1,3,3,3,6,4,5,3,3,1,5,5,6,5,5,,,,yes,yes,I have no idea ,N/A,1,38.08880615,-78.55919647,-1
R_1o0vVzze6xIcxaj,Default Response Set,Anonymous,,,0,1/24/17 17:31,1/24/17 17:43,1,Anti,FAE First,Analytic,1,1,1,1,1,0,0,32.111,0,1,1,0,0,32.843,0,1,1,0,0,35.774,0,1,1,0,0,32.701,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,80,1,,19,1,,1,,1,3,,,,5,5,2,5,6,3,1,3,4,2,2,6,5,5,1,2,2,2,1,1,1,3,2,3,5,3,4,2,2,1,3,4,3,5,3,1,1,1,Yes,Mini study A had no questions,I feel the relationship between the mini-studies is the first few are determining certain beliefs and characteristics about oneself and then mini-study c was a very moral question,I think it was a very good questionnaire with relevant questions,1,38.03289795,-78.51370239,-1
R_Q4YGZwnEBrZU49z,Default Response Set,Anonymous,,,0,1/24/17 18:25,1/24/17 18:32,1,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,39.255,0,1,1,0,0,32.472,0,1,1,0,0,32.156,0,1,1,0,0,32.27,0,1,2,1,100,2,,20,1,,8,,1,3,1,1,1,1,2,2,2,2,3,1,6,6,6,6,6,6,6,1,3,2,1,1,3,1,1,1,2,6,2,5,2,2,1,6,6,6,6,6,,,,yes,yes,unsure,no,1,38.08880615,-78.55919647,-1
R_O3T3BQkT9Pn6U3n,Default Response Set,Anonymous,,,0,1/24/17 18:27,1/24/17 18:35,1,Anti,FAE Second,Analytic,1,1,1,1,1,14.512,14.512,32.903,1,1,1,0,0,32.605,0,1,1,0,0,33.108,0,1,1,0,0,39.449,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,70,2,,18,6,,1,,1,3,,,,2,2,5,6,4,3,1,2,3,1,1,4,5,5,1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,1,4,6,2,2,4,1,1,1,yes,no,Correlation between religion and belief about affirmative action,No,1,38.03289795,-78.51370239,-1
R_stZApqHgIuo8XwB,Default Response Set,Anonymous,,,0,1/24/17 19:04,1/24/17 19:14,1,Anti,FAE Second,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,38.488,0,1,1,0,0,37.448,0,1,1,0,0,38.978,0,1,1,0,0,34.825,0,1,2,1,90,2,,18,1,,12,Baptist,1,2,,,,5,5,6,6,6,3,1,3,4,2,4,3,2,3,1,2,2,2,2,2,1,3,3,5,5,3,3,2,2,1,4,4,4,1,3,1,1,1,yes,no,politics,no,1,38.08880615,-78.55919647,-1
R_4Hi6vjEsKi0kUfL,Default Response Set,Anonymous,,,0,1/24/17 19:00,1/24/17 19:18,1,Pro,FAE First,Control,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,46.031,0,1,1,0,0,33.478,0,1,1,0,0,32.886,0,1,1,0,0,32.686,0,1,1,1,0,2,,19,1,,11,,1,2,1,1,1,3,5,2,1,6,4,1,7,7,5,6,7,7,7,1,3,4,6,4,3,1,6,6,7,7,7,7,6,6,1,6,5,5,4,5,,,,Yes,"Having to view the four images, and getting to choose which mini-studies I completed first.",I am not sure if there is a correlation between the mini-studies.,None come to mind.,1,38.08880615,-78.55919647,-1
R_3Hv2udxdg7Nw09D,Default Response Set,Anonymous,,,0,1/24/17 19:30,1/24/17 19:39,1,Pro,FAE First,Analytic,1,1,1,1,1,0,0,33.129,0,1,1,0,0,32.358,0,1,1,32.97,32.97,33.774,1,1,1,0,0,32.029,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,1,,20,1,,10,,1,3,1,1,1,2,2,2,4,5,4,1,5,3,3,2,5,3,5,1,2,2,2,2,2,1,3,3,3,5,3,6,3,3,1,4,6,3,6,6,,,,Yes,I felt like I had skipped something in study A,I think you are testing perspective and empathy,Not really,1,37.9875946,-78.6085968,-1
R_2yeGEfmydgwCynS,Default Response Set,Anonymous,,,0,1/24/17 20:28,1/24/17 20:39,1,Pro,FAE Second,Analytic,1,1,1,1,1,0,0,34.377,0,1,1,0,0,62.677,0,1,1,0,0,31.484,0,1,1,61.558,61.558,61.998,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,10,1,,19,5,,12,not sure,1,3,1,1,1,2,2,3,4,4,4,1,4,4,4,4,3,3,5,1,4,3,3,3,3,1,4,5,5,4,5,5,5,4,1,4,4,4,4,4,,,,yeah,i kinda felt like my personal feelings regarding the issue were not properly represented,affirmative action / the power of an individual in regards to society / affirmative action,boxes so that we can elaborate on certain questions,1,38.08880615,-78.55919647,-1
R_1kFuTerjL3uG2TP,Default Response Set,Anonymous,,,0,1/24/17 20:26,1/24/17 20:41,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,38.233,0,1,1,0,0,32.381,0,1,1,0,0,32.42,0,1,1,0,0,32.358,0,1,2,1,94,1,,18,1,,2,,1,3,,,,2,2,2,4,6,4,1,6,5,3,3,6,4,4,1,3,2,1,2,3,1,6,5,5,6,5,5,3,6,1,7,7,6,7,5,1,1,1,Yes,No,I do not know,No,1,38.08880615,-78.55919647,-1
R_3Jws9Qzk1Fdo6VN,Default Response Set,Anonymous,,,0,1/24/17 21:47,1/24/17 21:59,1,Pro,FAE Second,Analytic,1,1,1,1,1,0,0,38.096,0,1,1,0,0,33.342,0,1,1,0,0,33.051,0,1,1,0,0,32.233,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,19,2,,2,,1,1,1,1,1,5,5,1,5,6,5,1,6,6,3,6,6,2,6,1,2,2,3,2,1,1,2,1,2,5,2,2,1,1,1,3,3,3,2,3,,,,yes,no,see if there is a relationship between political ideas and economic status and background,,1,38.08880615,-78.55919647,-1
R_d0W8c51oOI6x7MZ,Default Response Set,Anonymous,,,0,1/24/17 22:05,1/24/17 22:13,1,Anti,FAE First,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,35.796,0,1,1,0,0,32.42,0,1,1,0,0,31.827,0,1,1,0,0,33.62,0,1,1,1,50,2,,20,1,,2,,1,3,,,,5,5,4,2,6,4,1,6,6,7,7,7,7,6,1,5,2,3,3,3,1,6,6,7,7,7,7,7,7,1,7,6,6,7,7,1,1,1,Yes,Yes,Cultural topics ,,1,38.08880615,-78.55919647,-1
R_3HM0v82nKlzjOU8,Default Response Set,Anonymous,,,0,1/25/17 0:07,1/25/17 0:21,1,Anti,FAE First,Analytic,1,1,2,1,1,0,0,36.956,0,1,1,0,0,32.869,0,1,1,0,0,34.413,0,1,1,0,0,33.989,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,100,1,,21,7,,1,,1,3,,,,6,6,3,2,6,4,1,5,6,4,3,7,7,6,1,2,3,3,1,3,1,3,3,5,6,5,6,3,5,1,5,5,5,3,5,1,1,1,Yes,The presence of the pictures,Being able to see multiple perspectives on deeper rooted issues like religion and justice,N/A,1,37.9539032,-78.35839844,-1
R_020w3qIOZEfJnOh,Default Response Set,Anonymous,,,0,1/25/17 6:02,1/25/17 6:22,1,Pro,FAE Second,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,38.886,0,1,1,0,0,33.021,0,1,1,32.492,32.492,32.999,1,1,1,0,0,32.464,0,1,2,1,30,1,,18,8,,2,,1,3,1,1,1,5,6,2,3,5,3,1,3,5,2,2,4,3,2,1,2,2,3,3,1,1,1,1,1,2,5,3,3,2,1,4,3,4,3,3,,,,Yes,Still a little confused about what mini-study A was about.,How an opinion can be manipulated by the amount of information given or how something is presented.,Explain what the next page will contain before moving on to the next screen.,1,38.08880615,-78.55919647,-1
R_4MwFdGkR3L5gxDH,Default Response Set,Anonymous,,,0,1/25/17 6:55,1/25/17 7:11,1,Pro,FAE First,Analytic,1,1,1,1,1,0,0,36.82,0,1,1,0,0,35.696,0,1,1,0,0,38.459,0,1,1,0,0,33.006,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,1,,19,1,,2,,1,3,1,1,1,2,2,4,3,3,3,1,5,6,6,3,3,3,4,1,2,2,2,3,1,1,3,3,6,5,2,3,3,3,1,4,3,3,1,3,,,,yes,no,NA,no,1,38.03289795,-78.51370239,-1
R_1roc5h0Gxr0laPy,Default Response Set,Anonymous,,,0,1/25/17 9:42,1/25/17 10:04,1,Anti,FAE Second,Analytic,1,1,1,1,1,14.566,14.566,32.394,1,1,1,36.606,36.606,37.744,1,1,1,0,0,33.488,0,1,1,0,0,32.047,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,100,2,,19,3,,3,,1,3,,,,3,3,3,2,6,3,1,7,7,7,7,7,7,7,1,2,2,2,2,1,1,5,2,6,7,5,7,6,5,1,6,5,5,5,5,1,1,1,yes,no,"Possibly how people's religious, racial, and economic statuses influence their support of government issues and philosophies. ",No,1,38.03289795,-78.51370239,-1
R_2cqQjDpQ8690oT7,Default Response Set,Anonymous,,,0,1/25/17 10:16,1/25/17 10:29,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,35.041,0,1,1,0,0,35.918,0,1,1,0,0,34.181,0,1,1,0,0,34.221,0,1,2,1,76,2,,19,1,,2,,1,3,1,1,1,2,5,5,4,6,3,1,3,5,3,5,6,6,6,1,2,2,2,2,2,1,3,3,6,3,3,3,5,5,1,4,4,3,3,4,,,,Yes,No,Don't know,No,1,38.03289795,-78.51370239,-1
R_2WZjaE7f3EhWwOP,Default Response Set,Anonymous,,,0,1/25/17 10:25,1/25/17 10:35,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,34.139,0,1,1,0,0,36.154,0,1,1,0,0,32.318,0,1,1,0,0,35.019,0,1,2,1,88,2,,19,1,,1,,1,3,,,,5,3,3,3,5,3,1,3,3,3,3,6,3,6,1,3,3,3,2,2,1,3,3,6,6,5,5,5,3,1,3,5,3,5,5,1,1,1,Yes,No,NA,No,1,38.03289795,-78.51370239,-1
R_1MVO8MvqmpLffzA,Default Response Set,Anonymous,,,0,1/25/17 10:40,1/25/17 10:50,1,Pro,FAE Second,Analytic,1,1,2,1,1,0,0,36.174,0,1,1,0,0,32.287,0,1,1,0,0,32.663,0,1,1,0,0,36.934,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,2,,18,1,,11,,1,2,1,1,1,6,2,4,3,6,4,1,6,6,6,6,6,7,6,1,2,2,2,2,2,1,3,5,6,6,6,6,5,6,1,6,6,6,5,5,,,,yes,no,none,no,1,38.03289795,-78.51370239,-1
R_31aTsrCYNWYjJBi,Default Response Set,Anonymous,,,0,1/25/17 13:29,1/25/17 13:42,1,Anti,FAE First,Analytic,1,1,1,1,1,8.789,9.871,38.947,2,1,1,0,0,40.446,0,1,1,0,0,39.185,0,1,1,0,0,41.693,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,10,1,,19,1,,11,,1,3,,,,5,6,3,3,5,5,1,5,5,3,3,6,6,6,1,2,2,1,2,3,1,5,3,6,6,6,6,3,5,1,6,6,5,7,6,1,1,1,Yes,No,No Relationship,No,1,38.08880615,-78.55919647,-1
R_6hTHz1TY3sbZrVf,Default Response Set,Anonymous,,,0,1/25/17 13:33,1/25/17 13:46,1,Pro,FAE Second,Control,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,37.421,0,1,1,0,0,32.486,0,1,1,0,0,32.297,0,1,1,0,0,33.366,0,1,2,1,100,2,,18,1,,10,,1,2,1,1,1,2,2,2,7,1,4,1,1,1,1,2,3,1,2,1,1,1,3,1,1,1,3,2,3,3,2,3,3,2,1,2,2,2,1,1,,,,yes,no,political thought,nope,1,38.08880615,-78.55919647,-1
R_2rowCuwvzH05OYu,Default Response Set,Anonymous,,,0,1/25/17 14:28,1/25/17 14:43,1,Pro,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,7.9,34.069,35.858,2,1,1,0,0,32.865,0,1,1,0,0,51.987,0,1,1,0,0,38.019,0,1,2,1,0,2,,19,1,,11,,1,3,1,1,1,3,3,3,3,6,4,1,5,6,5,6,7,7,7,1,2,1,1,1,2,1,5,6,6,7,6,6,3,5,1,6,6,6,4,6,,,,Yes,The pictures of the statue seemed a little out of place.,"The questions about religion might relate to the affirmative action questions in order to correlate someone who has more conservative, religious views with someone who is against government interference since that is typically more of a conservative viewpoint and someone who is very religious might be more likely to be conservative. I cannot think of the relationship with the images of the statue though.",I think the questionnaire was in-depth and well done.,1,38.08880615,-78.55919647,-1
R_338rXWz2qYXBTlU,Default Response Set,Anonymous,,,0,1/25/17 15:09,1/25/17 15:17,1,Anti,FAE First,Control,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,35.097,0,1,1,0,0,32.37,0,1,1,0,0,36.224,0,1,1,0,0,31.823,0,1,2,1,50,5,,19,8,,5,,1,3,,,,6,3,3,2,5,5,1,6,7,7,6,7,7,7,1,4,5,4,4,5,1,5,6,7,7,6,7,6,5,1,4,5,3,4,5,1,1,1,Yes,No,,,1,38.08880615,-78.55919647,-1
R_28HhnLozBZO72hp,Default Response Set,Anonymous,,,0,1/25/17 15:35,1/25/17 15:45,1,Pro,FAE Second,Analytic,1,1,3,1,1,0,0,33.474,0,1,1,0,0,32.189,0,1,1,0,0,34.983,0,1,1,0,0,31.569,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,45,2,,19,10,Korean & Hispanic,11,,1,2,1,1,1,2,3,2,3,5,4,1,5,7,5,5,7,7,7,1,3,3,4,2,2,1,5,2,3,6,4,3,3,4,1,5,4,4,3,4,,,,Yes,Yes,They all take thought,A back button for the essay so I can go back and re-read.,1,38.08880615,-78.55919647,-1
R_3fpHnSicVE6LwTA,Default Response Set,Anonymous,,,0,1/25/17 16:07,1/25/17 16:15,1,Anti,FAE Second,Analytic,1,1,2,1,1,0,0,32.551,0,1,1,0,0,34.797,0,1,1,36.775,36.775,38.248,1,1,1,0,0,32.871,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,100,1,,19,1,,1,,1,3,,,,4,4,4,4,4,3,1,1,3,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,yes,no,i do not know,no,1,38.08880615,-78.55919647,-1
